task_id,set_id,alt1_att1_property_url,alt1_att2_price,alt2_att1_property_url,alt2_att2_price
40,5,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,650000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,150000
41,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,600000
42,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,50000
43,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,550000
44,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,600000
45,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,200000
46,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,50000
47,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,350000
48,6,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,200000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,50000
49,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,50000
50,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,150000
51,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,350000
52,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,350000
53,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,600000
54,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,550000
55,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,650000
56,7,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,700000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,500000
57,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,350000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,550000
58,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,200000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,150000
59,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,600000
60,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,350000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,700000
61,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,100000
62,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,200000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,700000
63,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,500000
64,8,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,700000
65,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,600000
66,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,600000
67,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,600000
68,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,100000
69,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,500000
70,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,650000
71,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,700000
72,9,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,650000
73,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,350000
74,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,650000
75,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,350000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,650000
76,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,300000
77,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,650000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,50000
78,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,250000
79,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,50000
80,10,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,100000
81,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,700000
82,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,100000
83,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,350000
84,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,150000
85,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,500000
86,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,350000
87,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,650000
88,11,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,200000
89,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,650000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,150000
90,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,50000
91,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,450000
92,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,300000
93,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,250000
94,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,700000
95,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,650000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,350000
96,12,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,450000
97,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,450000
98,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,200000
99,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,200000
100,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,50000
101,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,350000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,250000
102,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,600000
103,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,250000
104,13,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,350000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,300000
105,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,250000
106,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,50000
107,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,50000
108,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,100000
109,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,450000
110,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,400000
111,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,550000
112,14,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,700000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,200000
113,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,600000
114,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,150000
115,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,650000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,100000
116,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,650000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,50000
117,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,200000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,550000
118,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,450000
119,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,200000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,650000
120,15,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,450000
121,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,150000
122,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,150000
123,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,250000
124,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,450000
125,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,400000
126,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,550000
127,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,300000
128,16,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,500000
129,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,250000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,150000
130,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,250000
131,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,700000
132,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,200000
133,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,250000
134,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,100000
135,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,650000
136,17,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,100000
137,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,700000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,450000
138,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img14.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img12.png?raw=true,650000
139,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,650000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,550000
140,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,650000
141,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,400000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,350000
142,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,100000
143,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,50000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,50000
144,18,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,650000
145,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,450000
146,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,100000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,300000
147,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,350000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,350000
148,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,50000
149,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img7.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,250000
150,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,200000
151,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,150000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img6.png?raw=true,700000
152,19,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,150000
153,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img1.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,400000
154,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,300000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,50000
155,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img9.png?raw=true,400000
156,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,500000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img3.png?raw=true,600000
157,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img2.png?raw=true,550000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img11.png?raw=true,200000
158,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img10.png?raw=true,250000
159,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,450000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img8.png?raw=true,600000
160,20,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,600000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img13.png?raw=true,100000
161,21,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img5.png?raw=true,200000,https://github.com/PixelSurvey/example-data/blob/main/sc_data/img4.png?raw=true,300000
